paper_id,Title,Authors,Keyword,Abstract,Date,Field,Citations, ,,,,,,,,,,,,
90,5G Network Slice Isolation,Stan Wong Bin Han Hans D Schotten,Cryptography and Security (cs.CR); Networking and Internet Architecture (cs.NI),"This article reveals an adequate comprehension of basic defense, securitychallenges, 2 and attack vectors in deploying multi-network slicing. Networkslicing is a revolutionary concept 3 of providing mobile network on-demand andexpanding mobile networking business and services 4 to a new era. The newbusiness paradigm and service opportunities are encouraging vertical 5industries to join and develop their own mobile network capabilities forenhanced performances 6 that are coherent with their applications. However, anumber of security concerns are also raised 7 in this new era. In this article,we focus on the deployment of multi-network slicing with multi8 tenancy. Weidentify the security concerns, and discuss about the defense approaches suchas 9 network slice isolation and insulation in a multi-layer network slicingsecurity model. Also, we 10 identify the importance to appropriately select thenetwork slice isolation points, and propose 11 a generic framework to optimizethe isolation policy regarding the implementation cost while 12 guaranteeingthe security and performance requirements.",3/3/2022,Cryptography and Security,41,,,,,,,,,,,,,
91,How Do Organizations Seek Cyber Assurance Investigations on the Adoption of the Common Criteria and Beyond,Nan Sun ChangTsun Li Hin Chan Md Zahidul Islam Md Rafiqul Islam Warren Armstrong,Cryptography and Security (cs.CR),"Cyber assurance, which is the ability to operate under the onslaught of cyberattacks and other unexpected events, is essential for organizations facinginundating security threats on a daily basis. Organizations usually employmultiple strategies to conduct risk management to achieve cyber assurance.Utilizing cybersecurity standards and certifications can provide guidance forvendors to design and manufacture secure Information and CommunicationTechnology (ICT) products as well as provide a level of assurance of thesecurity functionality of the products for consumers. Hence, employing securitystandards and certifications is an effective strategy for risk management andcyber assurance. In this work, we begin with investigating the adoption ofcybersecurity standards and certifications by surveying 258 participants fromorganizations across various countries and sectors. Specifically, we identifyadoption barriers of the Common Criteria through the designed questionnaire.Taking into account the seven identified adoption barriers, we show therecommendations for promoting cybersecurity standards and certifications.Moreover, beyond cybersecurity standards and certifications, we shed light onother risk management strategies devised by our participants, which providesdirections on cybersecurity approaches for enhancing cyber assurance inorganizations.",3/3/2022,Cryptography and Security,74,,,,,,,,,,,,,
92,Security Analysis of Two Recent PairingFree Certificateless TwoParty Authenticated Key Agreement Protocols for Smart Grid,YongJin Kim DokJun An KumSok Sin YouJin Jong OkChol Ri,Cryptography and Security (cs.CR),"Smart grids are intelligent power transmission networks that monitor andcontrol communication participants and grid nodes to ensure bidirectional flowof information and power between all nodes. To secure the smart grid, it isvery important to design the key agreement protocol. The pairing-freecertificateless two-party authenticated key agreement protocol has been widelystudied and applied as a basic core protocol to protect the security of thesmart grid. Until now, various protocols have been proposed, and theseprotocols are being introduced and operated not only in smart grid, but also insmart cities, healthcare, and vehicle ad hoc networks. In this paper, weanalyzed the security properties of two recently proposed pairing-freecertificateless two-party authenticated key agreement protocols for Smart grid.According to our analysis, these two protocols are insecure against basicimpersonation attacks of malicious key-generator centers, man-in-the-middleattacks of malicious key generator centers, and key offset attacks. We alsofound and pointed out some errors in the descriptions of these protocols.",3/3/2022,Cryptography and Security,68,,,,,,,,,,,,,
93,Disperse rotation operator DRT and use in some stream ciphers,YongJin Kim YongHo Yon SonGyong Kim,Cryptography and Security (cs.CR),"The rotation operator is frequently used in several stream ciphers, includingHC-128, Rabbit, and Salsa20, the final candidates for eSTREAM. This is becausethe rotation operator (ROT) is simple but has very good dispersibility. In thispaper, we propose a disperse rotation operator (DRT), which has the samestructure as ROT but has better dispersibility. In addition, the use of DRTinstead of ROT has shown that the quality of the output stream of all threestream ciphers was significantly improved. However, the use of DRT instead ofROT in the HC-128 stream cipher prevents the expansion of differential attacksbased on LSB.",3/3/2022,Cryptography and Security,147,,,,,,,,,,,,,
94,A Survey of Analysis Methods for Security and Safety verification in IoT Systems,Lobna Abuserrieh Manar H Alalfi,Cryptography and Security (cs.CR); Software Engineering (cs.SE),"Internet of Things (IoT) has been rapidly growing in the past few years inall life disciplines. IoT provides automation and smart control to its users indifferent domains such as home automation, healthcare systems, automotive, andmany more. Given the tremendous number of connected IoT devices, this growthleads to enormous automatic interactions among sizeable IoT apps in theirenvironment, making IoT apps more intelligent and more enjoyable to theirusers. But some unforeseen interactions of IoT apps and any potential maliciousbehaviour can seriously cause insecure and unsafe consequences to its users,primarily non-experts, who lack the required knowledge regarding the potentialimpact of their IoT automation processes. In this paper, we study the problemof security and safety verification of IoT systems. We survey techniques thatutilize program analysis to verify IoT applications' security and safetyproperties. The study proposes a set of categorization and classificationattributes to enhance our understanding of the research landscape in thisdomain. Moreover, we discuss the main challenges considered in the surveyedwork and potential solutions that could be adopted to ensure the security andsafety of IoT systems.",3/3/2022,Cryptography and Security,68,,,,,,,,,,,,,
95,EnclaveTree Privacypreserving Data Stream Training and Inference Using TEE,Qifan Wang Shujie Cui Lei Zhou Ocean Wu Yonghua Zhu Giovanni Russello,Cryptography and Security (cs.CR),"The classification service over a stream of data is becoming an importantoffering for cloud providers, but users may encounter obstacles in providingsensitive data due to privacy concerns. While Trusted Execution Environments(TEEs) are promising solutions for protecting private data, they remainvulnerable to side-channel attacks induced by data-dependent access patterns.We propose a Privacy-preserving Data Stream Training and Inference scheme,called EnclaveTree, that provides confidentiality for user's data and thetarget models against a compromised cloud service provider. We design amatrix-based training and inference procedure to train the Hoeffding Tree (HT)model and perform inference with the trained model inside the trusted area ofTEEs, which provably prevent the exploitation of access-pattern-based attacks.The performance evaluation shows that EnclaveTree is practical for processingthe data streams with small or medium number of features. When there are lessthan 63 binary features, EnclaveTree is up to ${\thicksim}10{\times}$ and${\thicksim}9{\times}$ faster than naïve oblivious solution on training andinference, respectively.",3/2/2022,Cryptography and Security,136,,,,,,,,,,,,,
96,Detection of Word Adversarial Examples in Text Classification Benchmark and Baseline via Robust Density Estimation,KiYoon Yoo Jangho Kim Jiho Jang Nojun Kwak,Computation and Language (cs.CL); Cryptography and Security (cs.CR); Machine Learning (cs.LG),"Word-level adversarial attacks have shown success in NLP models, drasticallydecreasing the performance of transformer-based models in recent years. As acountermeasure, adversarial defense has been explored, but relatively fewefforts have been made to detect adversarial examples. However, detectingadversarial examples may be crucial for automated tasks (e.g. review sentimentanalysis) that wish to amass information about a certain population andadditionally be a step towards a robust defense system. To this end, we releasea dataset for four popular attack methods on four datasets and four models toencourage further research in this field. Along with it, we propose acompetitive baseline based on density estimation that has the highest AUC on 29out of 30 dataset-attack-model combinations. Source code is available inthis https URL.",3/3/2022,Cryptography and Security,122,,,,,,,,,,,,,
97,Quantum Proofs of Deletion for Learning with Errors,Alexander Poremba,Quantum Physics (quant-ph); Cryptography and Security (cs.CR),"Quantum information has the property that measurement is an inherentlydestructive process. This feature is most apparent in the principle ofcomplementarity, which states that mutually incompatible observables cannot bemeasured at the same time. Recent work by Broadbent and Islam (TCC 2020) buildson this aspect of quantum mechanics to realize a cryptographic notion calledcertified deletion. While this remarkable notion enables a classical verifierto be convinced that a (private-key) quantum ciphertext has been deleted by anuntrusted party, it offers no additional layer of functionality.In this work, we augment the proof-of-deletion paradigm with fullyhomomorphic encryption (FHE). This results in a new and powerful cryptographicnotion called fully homomorphic encryption with certified deletion -- aninteractive protocol which enables an untrusted quantum server to compute onencrypted data and, if requested, to simultaneously prove data deletion to aclient. Our main technical ingredient is an interactive protocol by which aquantum prover can convince a classical verifier that a sample from theLearning with Errors (LWE) distribution in the form of a quantum state wasdeleted. We introduce an encoding based on Gaussian coset states which ishighly generic and suggests that essentially any LWE-based cryptographicprimitive admits a classically-verifiable quantum proof of deletion. As anapplication of our protocol, we construct a Dual-Regev public-key encryptionscheme with certified deletion, which we then extend towards a (leveled) FHEscheme of the same type. Our construction achieves indistinguishableciphertexts in the semi-honest adversarial model, even if the secret key islater revealed after deletion has taken place.",3/3/2022,Cryptography and Security,21,,,,,,,,,,,,,
98,Private HighDimensional Hypothesis Testing,Shyam Narayanan,Data Structures and Algorithms (cs.DS); Cryptography and Security (cs.CR); Information Theory (cs.IT); Machine Learning (cs.LG); Statistics Theory (math.ST),"We provide improved differentially private algorithms for identity testing ofhigh-dimensional distributions. Specifically, for $d$-dimensional Gaussiandistributions with known covariance $\Sigma$, we can test whether thedistribution comes from $\mathcal{N}(\mu^*, \Sigma)$ for some fixed $\mu^*$ orfrom some $\mathcal{N}(\mu, \Sigma)$ with total variation distance at least$\alpha$ from $\mathcal{N}(\mu^*, \Sigma)$ with $(\varepsilon, 0)$-differentialprivacy, using only \[\tilde{O}\left(\frac{d^{1/2}}{\alpha^2} +\frac{d^{1/3}}{\alpha^{4/3} \cdot \varepsilon^{2/3}} + \frac{1}{\alpha \cdot\varepsilon}\right)\] samples if the algorithm is allowed to be computationallyinefficient, and only \[\tilde{O}\left(\frac{d^{1/2}}{\alpha^2} +\frac{d^{1/4}}{\alpha \cdot \varepsilon}\right)\] samples for a computationallyefficient algorithm. We also provide a matching lower bound showing that ourcomputationally inefficient algorithm has optimal sample complexity. We alsoextend our algorithms to various related problems, including mean testing ofGaussians with bounded but unknown covariance, uniformity testing of productdistributions over $\{\pm 1\}^d$, and tolerant testing.Our results improve over the previous best work of Canonne, Kamath, McMillan,Ullman, and Zakynthinou \cite{CanonneKMUZ20} for both computationally efficientand inefficient algorithms, and even our computationally efficient algorithmmatches the optimal \emph{non-private} sample complexity of$O\left(\frac{\sqrt{d}}{\alpha^2}\right)$ in many standard parameter settings.In addition, our results show that, surprisingly, private identity testing of$d$-dimensional Gaussians can be done with fewer samples than private identitytesting of discrete distributions over a domain of size $d$ \cite{AcharyaSZ18},which refutes a conjectured lower bound of Canonne et al. \cite{CanonneKMUZ20}.",3/3/2022,Cryptography and Security,89,,,,,,,,,,,,,
99,Label Leakage and Protection from Forward Embedding in Vertical Federated Learning,Jiankai Sun Xin Yang Yuanshun Yao Chong Wang,Machine Learning (cs.LG); Cryptography and Security (cs.CR),"Vertical federated learning (vFL) has gained much attention and been deployedto solve machine learning problems with data privacy concerns in recent years.However, some recent work demonstrated that vFL is vulnerable to privacyleakage even though only the forward intermediate embedding (rather than rawfeatures) and backpropagated gradients (rather than raw labels) arecommunicated between the involved participants. As the raw labels often containhighly sensitive information, some recent work has been proposed to prevent thelabel leakage from the backpropagated gradients effectively in vFL. However,these work only identified and defended the threat of label leakage from thebackpropagated gradients. None of these work has paid attention to the problemof label leakage from the intermediate embedding. In this paper, we propose apractical label inference method which can steal private labels effectivelyfrom the shared intermediate embedding even though some existing protectionmethods such as label differential privacy and gradients perturbation areapplied. The effectiveness of the label attack is inseparable from thecorrelation between the intermediate embedding and corresponding privatelabels. To mitigate the issue of label leakage from the forward embedding, weadd an additional optimization goal at the label party to limit the labelstealing ability of the adversary by minimizing the distance correlationbetween the intermediate embedding and corresponding private labels. Weconducted massive experiments to demonstrate the effectiveness of our proposedprotection methods.",3/2/2022,Cryptography and Security,125,,,,,,,,,,,,,
100,NearOptimal Correlation Clustering with Privacy,Vincent CohenAddad Chenglin Fan Silvio Lattanzi Slobodan Mitrović Ashkan NorouziFard Nikos Parotsidis Jakub Tarnawski,Machine Learning (cs.LG); Cryptography and Security (cs.CR); Data Structures and Algorithms (cs.DS),"Correlation clustering is a central problem in unsupervised learning, withapplications spanning community detection, duplicate detection, automatedlabelling and many more. In the correlation clustering problem one receives asinput a set of nodes and for each node a list of co-clustering preferences, andthe goal is to output a clustering that minimizes the disagreement with thespecified nodes' preferences. In this paper, we introduce a simple andcomputationally efficient algorithm for the correlation clustering problem withprovable privacy guarantees. Our approximation guarantees are stronger thanthose shown in prior work and are optimal up to logarithmic factors.",3/2/2022,Cryptography and Security,14,,,,,,,,,,,,,
101,Enhancing Adversarial Robustness for Deep Metric Learning,Mo Zhou Vishal M Patel,Machine Learning (cs.LG); Cryptography and Security (cs.CR); Computer Vision and Pattern Recognition (cs.CV),"Owing to security implications of adversarial vulnerability, adversarialrobustness of deep metric learning models has to be improved. In order to avoidmodel collapse due to excessively hard examples, the existing defenses dismissthe min-max adversarial training, but instead learn from a weak adversaryinefficiently. Conversely, we propose Hardness Manipulation to efficientlyperturb the training triplet till a specified level of hardness for adversarialtraining, according to a harder benign triplet or a pseudo-hardness function.It is flexible since regular training and min-max adversarial training are itsboundary cases. Besides, Gradual Adversary, a family of pseudo-hardnessfunctions is proposed to gradually increase the specified hardness level duringtraining for a better balance between performance and robustness. Additionally,an Intra-Class Structure loss term among benign and adversarial examplesfurther improves model robustness and efficiency. Comprehensive experimentalresults suggest that the proposed method, although simple in its form,overwhelmingly outperforms the state-of-the-art defenses in terms ofrobustness, training efficiency, as well as performance on benign examples.",3/2/2022,Cryptography and Security,81,,,,,,,,,,,,,
102,PrivacyAware Crowd Labelling for Machine Learning Tasks,Giannis Haralabopoulos Ioannis Anagnostopoulos,Human-Computer Interaction (cs.HC); Cryptography and Security (cs.CR); Machine Learning (cs.LG); Social and Information Networks (cs.SI),"The extensive use of online social media has highlighted the importance ofprivacy in the digital space. As more scientists analyse the data created inthese platforms, privacy concerns have extended to data usage within theacademia. Although text analysis is a well documented topic in academicliterature with a multitude of applications, ensuring privacy of user-generatedcontent has been overlooked. Most sentiment analysis methods require emotionlabels, which can be obtained through crowdsourcing, where non-expertindividuals contribute to scientific tasks. The text itself has to be exposedto third parties in order to be labelled. In an effort to reduce the exposureof online users' information, we propose a privacy preserving text labellingmethod for varying applications, based in crowdsourcing. We transform text withdifferent levels of privacy, and analyse the effectiveness of thetransformation with regards to label correlation and consistency. Our resultssuggest that privacy can be implemented in labelling, retaining theannotational diversity and subjectivity of traditional labelling.",2/3/2022,Cryptography and Security,131,,,,,,,,,,,,,
103,Efficient Data Structures for Exploiting Sparsity and Structure in Representation of Polynomial Optimization Problems Implementation in SOSTOOLS,Declan Jagt Sachin Shivakumar Peter Seiler Matthew Peet,Optimization and Control (math.OC); Mathematical Software (cs.MS),"We present a new data structure for representation of polynomial variables inthe parsing of sum-of-squares (SOS) programs. In SOS programs, the variables$s(x;P)$ are polynomial in the independent variables $x$, but linear in thedecision variables $P$. Current SOS parsers, however, fail to exploit thesemi-linear structure of the polynomial variables, treating the decisionvariables as independent variables in their representation. This results inunnecessary overhead in storage and manipulation of the polynomial variables,prohibiting the parser from addressing larger-scale optimization problems. Toeliminate this computational overhead, we introduce a new representation ofpolynomial variables, the ""dpvar"" structure, that is affine in the decisionvariables. We show that the complexity of operations on variables in the dpvarrepresentation scales favorably with the number of decision variables. Wefurther show that the required memory for storing polynomial variables isrelatively small using the dpvar structure, particularly when exploiting theMATLAB sparse storage structure. Finally, we incorporate the dpvar datastructure into SOSTOOLS 4.00, and test the performance of the parser forseveral polynomial optimization problems.",3/3/2022,Math,112,,,,,,,,,,,,,
104,MooAFEM An object oriented Matlab code for higherorder nonlinear adaptive FEM,Michael Innerberger Dirk Praetorius,Numerical Analysis (math.NA); Mathematical Software (cs.MS),"We present an easily accessible, object oriented code (written exclusively inMatlab) for finite element simulations in 2D. The object oriented programmingparadigm allows for fast implementation of higher-order FEM on triangularmeshes for problems with very general coefficients. In particular, our code canhandle problems typically arising from iterative linearization methods used tosolve nonlinear PDEs. We explain the basic principles of our code and givenumerical experiments that underline its flexibility as well as its efficiency.",3/3/2022,Math,38,,,,,,,,,,,,,
105,Cohomology of finite subgroups of the plane Cremona group,Andrew Kresch Yuri Tschinkel,Algebraic Geometry (math.AG),"An equivariant stable birational invariant of an action of a finite group ona smooth projective variety is the first cohomology group of the Picard module.Bogomolov-Prokhorov and Shinder computed this for actions of cyclic groups onrational surfaces, with maximal stabilizers, in terms of the geometry of thefixed point locus. Using the Brauer group of the quotient stack, we extend thecomputation to more general actions and relate it to the equivariant Burnsidegroup formalism.",3/2/2022,Math,39,,,,,,,,,,,,,
106,Low degree Hurwitz stacks in the Grothendieck ring,Aaron Landesman Ravi Vakil Melanie Matchett Wood,Algebraic Geometry (math.AG); Number Theory (math.NT),"For $2 \leq d \leq 5$, we show that the class of the Hurwitz space of smoothdegree $d$, genus $g$ covers of $\mathbb P^1$ stabilizes in the Grothendieckring of stacks as $g \to \infty$, and we give a formula for the limit. We alsoverify this stabilization when one imposes ramification conditions on thecovers, and obtain a particularly simple answer for this limit when onerestricts to simply branched covers.",3/2/2022,Math,141,,,,,,,,,,,,,
107,Line Multiview Varieties,Paul Breiding Felix Rydell Elima Shehu AngÃ©lica Torres,Algebraic Geometry (math.AG),"In this paper we present an algebraic study of line correspondences forpinhole cameras, in contrast to the thoroughly studied point correspondences.We define the line multiview variety as the Zariski closure of the image of themap projecting lines in 3-space to tuples of image lines in 2-space. We provethat in the case of generic camera matrices it is characterized by a naturaldeterminantal variety and we provide a complete description for any cameraarrangement. We investigate basic properties of this variety such as dimension,smoothness and multidegree. Finally, we give experimental results for theEuclidean distance degree and robustness under noise for triangulation oflines.",3/2/2022,Math,26,,,,,,,,,,,,,
108,Introduction to Toric Geometry,Simon Telen,Algebraic Geometry (math.AG),"These notes are based on a series of lectures given by the author at the MaxPlanck Institute for Mathematics in the Sciences in Leipzig. Addressed topicsinclude affine and projective toric varieties, abstract normal toric varietiesfrom fans, divisors on toric varieties and Cox's construction of a toricvariety as a GIT quotient. We emphasize the role of toric varieties in solvingsystems of polynomial equations and provide many computational examples usingthe Julia package Oscar.jl.",3/2/2022,Math,118,,,,,,,,,,,,,
109,The stabilizer bitorsors of the module and algebra harmonic coproducts are equal,Benjamin Enriquez Hidekazu Furusho,Algebraic Geometry (math.AG); Number Theory (math.NT); Quantum Algebra (math.QA),"In earlier work, we constructed a pair of ""Betti"" and ""de Rham"" Hopf algebrasand a pair of module-coalgebras over this pair, as well as the bitorsorsrelated to both structures (which will be called the ""module"" and ""algebra""stabilizer bitorsors). We showed that Racinet's torsor constructed out of thedouble shuffle and regularization relations between multiple zeta values isessentially equal to the ""module"" stabilizer bitorsor, and that the latter iscontained in the ""algebra"" stabilizer bitorsor. In this paper, we show theequality of the ""algebra"" and ""module"" stabilizer bitorsors. We reduce theproof to showing the equality of the associated ""algebra"" and ""module"" gradedLie algebras. The argument for showing this equality involves the relation ofthe ""algebra"" Lie algebra with the kernel of a linear map, the expression ofthis linear map as a composition of three linear maps, the relation of one ofthem with the ""module"" Lie algebra and the computation of the kernel of theother one by discrete topology arguments.",3/2/2022,Math,41,,,,,,,,,,,,,
110,Algebraic hyperbolicity of very general hypersurfaces in products of projective spaces,Wern Yeong,Algebraic Geometry (math.AG),"We study the algebraic hyperbolicity of very general hypersurfaces in$\mathbb{P}^m \times \mathbb{P}^n$ by using three techniques that build on pastwork by Ein, Voisin, Pacienza, Coskun and Riedl, and others. As a result, wecompletely answer the question of whether or not a very general hypersurface ofbidegree $(a,b)$ in $\mathbb{P}^m \times \mathbb{P}^n$ is algebraicallyhyperbolic, except in $\mathbb{P}^3 \times \mathbb{P}^1$ for the bidegrees$(a,b)= (7,3), (6,3)$ and $(5,b)$ with $b\geq 3.$ As another application ofthese techniques, we improve the known result that very general hypersurfacesin $\mathbb{P}^n$ of degree at least $2n-2$ are algebraically hyperbolic when$n\geq 6$ to $n \geq 5$, leaving $n=4$ as the only open case.",3/2/2022,Math,107,,,,,,,,,,,,,
111,Real eigenstructure of regular simplex tensors,Adam Czaplinski Thorsten Raasch Jonathan Steinberg,Numerical Analysis (math.NA); Algebraic Geometry (math.AG); Spectral Theory (math.SP),"We are concerned with the eigenstructure of supersymmetric tensors. Like inthe matrix case, normalized tensor eigenvectors are fixed points of the tensorpower iteration map. However, unless the given tensor is orthogonallydecomposable, some of these fixed points may be repelling and therefore beundetectable by any numerical scheme. In this paper, we consider the case ofregular simplex tensors whose symmetric decomposition is induced by anovercomplete, equiangular set of $n+1$ vectors from $\mathbb R^n$. We discussthe full real eigenstructure of such tensors, including the robustness analysisof all normalized eigenvectors. As it turns out, regular simplex tensorsexhibit robust as well as non-robust eigenvectors which, moreover, only partlycoincide with the generators from the symmetric tensor decomposition.",3/2/2022,Math,114,,,,,,,,,,,,,
112,The JacobsonMorozov morphism for Langlands parameters in the relative setting,Alexander Bertoloni Meli Naoki Imai Alex Youcis,Number Theory (math.NT); Algebraic Geometry (math.AG); Representation Theory (math.RT),"In this article we construct a moduli space $\mathsf{LP}_G$ of$\mathrm{SL}_2$-parameters over $\mathbb{Q}$, and show that it has goodgeometric properties (e.g. explicitly parametrized geometric connectedcomponents and smoothness). We construct a Jacobson--Morozov morphism$\mathsf{JM}\colon \mathsf{LP}_G\to\mathsf{WDP}_G$ (where $\mathsf{WDP}_G$ isthe moduli space of Weil--Deligne parameters considered by several otherauthors). We show that $\mathsf{JM}$ is an isomorphism over a dense open of$\mathsf{WDP}_G$, that it induces an isomorphism between the discrete loci$\mathsf{LP}^{\mathrm{disc}}_G\to\mathsf{WDP}_G^{\mathrm{disc}}$, and that forany $\mathbb{Q}$-algebra $A$ it induces a bijection between Frobeniussemi-simple equivalence classes in $\mathsf{LP}_G(A)$ and Frobenius semi-simpleequivalence classes in $\mathsf{WDP}_G(A)$ with constant (up to conjugacy)monodromy operator.",3/2/2022,Math,87,,,,,,,,,,,,,
113,Boundary points Minimal L2 integrals and Concavity property,Shijie Bao Qian Guan Zheng Yuan,Complex Variables (math.CV); Algebraic Geometry (math.AG),"In this article, we consider minimal $L^{2}$ integrals on sublevel sets of aplurisubharmonic function with respect to a module at a boundary point of thesublevel sets, and establish a concavity property of the minimal $L^{2}$integrals. As applications, we obtain a sharp effectiveness result related to aconjecture posed by Jonsson-MustaÅ£Äƒ, which completes the approach fromthe conjecture to the strong openness property; we also obtain a strongopenness property of the module and a lower semi-continuity property withrespect to the module.",3/2/2022,Math,139,,,,,,,,,,,,,
114,Logarithmic Voronoi Cells for Gaussian Models,Yulia Alexandr Serkan HoÅŸten,Statistics Theory (math.ST); Algebraic Geometry (math.AG); Metric Geometry (math.MG),"We extend the theory of logarithmic Voronoi cells to Gaussian statisticalmodels. In general, a logarithmic Voronoi cell at a point on a Gaussian modelis a convex set contained in its log-normal spectrahedron. We show that formodels of ML degree one and linear covariance models the two sets coincide. Inparticular, they are equal for both directed and undirected graphical models.We introduce decomposition theory of logarithmic Voronoi cells for the latterfamily. We also study covariance models, for which logarithmic Voronoi cellsare, in general, strictly contained in log-normal spectrahedra. We give anexplicit description of logarithmic Voronoi cells for the bivariate correlationmodel and show that they are semi-algebraic sets. Finally, we state aconjecture that logarithmic Voronoi cells for unrestricted correlation modelsare not semi-algebraic.",3/2/2022,Math,107,,,,,,,,,,,,,
115,PeerSum A Peer Review Dataset for Abstractive Multidocument Summarization,Miao Li Jianzhong Qi Jey Han Lau,Information Retrieval (cs.IR); Computation and Language (cs.CL),"We present PeerSum, a new MDS dataset using peer reviews of scientificpublications. Our dataset differs from the existing MDS datasets in that oursummaries (i.e., the meta-reviews) are highly abstractive and they are realsummaries of the source documents (i.e., the reviews) and it also featuresdisagreements among source documents. We found that current state-of-the-artMDS models struggle to generate high-quality summaries for PeerSum, offeringnew research opportunities.",3/3/2022,Information Retrieval System,51,,,,,,,,,,,,,
116,Do Perceived Gender Biases in Retrieval Results Affect Relevance Judgements,Klara Krieg Emilia ParadaCabaleiro Markus Schedl Navid Rekabsaz,Information Retrieval (cs.IR),"This work investigates the effect of gender-stereotypical biases in thecontent of retrieved results on the relevance judgement of users/annotators. Inparticular, since relevance in information retrieval (IR) is amulti-dimensional concept, we study whether the value and quality of theretrieved documents for some bias-sensitive queries can be judged differentlywhen the content of the documents represents different genders. To this aim, weconduct a set of experiments where the genders of the participants are known aswell as experiments where the participants genders are not specified. The setof experiments comprise of retrieval tasks, where participants perform a ratedrelevance judgement for different search query and search result documentcompilations. The shown documents contain different gender indications and areeither relevant or non-relevant to the query. The results show the differencesbetween the average judged relevance scores among documents with various gendercontents. Our work initiates further research on the connection of theperception of gender stereotypes in users with their judgements and effects onIR systems, and aim to raise awareness about the possible biases in thisdomain.",3/4/2022,Information Retrieval System,29,,,,,,,,,,,,,
117,Stable and Semistable Sampling Approaches for Continuously Used Samples,Nikita Astrakhantsev Deepak Chittajallu Nabeel Kaushal Vladislav Mokeev,Information Retrieval (cs.IR); Machine Learning (cs.LG),"Information retrieval systems are usually measured by labeling the relevanceof results corresponding to a sample of user queries. In practical searchengines, such measurement needs to be performed continuously, such as daily orweekly. This creates a trade-off between (a) representativeness of query sampleto current query traffic of the product; (b) labeling cost: if we keep the samequery sample, results would be similar allowing us to reuse their labels; and(c) overfitting caused by continuous usage of same query sample. In this paperwe explicitly formulate this tradeoff, propose two new variants -- Stable andSemi-stable -- to simple and weighted random sampling and show that theyoutperform existing approaches for the continuous usage settings, includingmonitoring/debugging search engine or comparing ranker candidates.",3/5/2022,Information Retrieval System,92,,,,,,,,,,,,,
118,An Effective Graph Learning based Approach for Temporal Link Prediction The First Place of WSDM Cup 2022,Qian Zhao Shuo Yang Binbin Hu Zhiqiang Zhang Yakun Wang Yusong Chen Jun Zhou Chuan Shi,Social and Information Networks (cs.SI); Artificial Intelligence (cs.AI); Information Retrieval (cs.IR); Machine Learning (cs.LG),"Temporal link prediction, as one of the most crucial work in temporal graphs,has attracted lots of attention from the research area. The WSDM Cup 2022 seeksfor solutions that predict the existence probabilities of edges within timespans over temporal graph. This paper introduces the solution of AntGraph,which wins the 1st place in the competition. We first analysis the theoreticalupper-bound of the performance by removing temporal information, which impliesthat only structure and attribute information on the graph could achieve greatperformance. Based on this hypothesis, then we introduce several well-designedfeatures. Finally, experiments conducted on the competition datasets show thesuperiority of our proposal, which achieved AUC score of 0.666 on dataset A and0.902 on dataset B, the ablation studies also prove the efficiency of eachfeature. Code is publicly available atthis https URL.",3/6/2022,Information Retrieval System,15,,,,,,,,,,,,,
119,Firstgeneration Memory Disaggregation for Cloud Platforms,Huaicheng Li Daniel S Berger Stanko Novakovic Lisa Hsu Dan Ernst Pantea Zardoshti Monish Shah Ishwar Agarwal Mark Hill Marcus Fontoura Ricardo Bianchini,Operating Systems (cs.OS); Performance (cs.PF),"In Azure, up to 25% of memory is stranded, i.e., it is leftover after theservers' cores have been rented to VMs. Memory disaggregation promises toreduce this stranding. However, making disaggregation practical for productioncloud deployment remains challenging. For example, RDMA-based disaggregationinvolves too much overhead for common workloads and transparent latencymanagement is incompatible with virtualization acceleration. The emergingCompute Express Link (CXL) standard offers a low-overhead substrate to buildmemory disaggregation while overcoming these challenges. This paper proposes afirst-generation CXL-based disaggregation system that meets the requirements ofcloud providers. Our system includes a memory pool controller, andprediction-based system software and distributed control plane designs. Itspredictions of VM latency sensitivity and memory usage allow it to splitworkloads across local and pooled memory while mitigating the higher poollatency.Our analysis of production clusters shows that small pools of 8-32 socketsare sufficient to reduce stranding significantly. It also shows that about 50%of all VMs never touch 50% of their rented memory. In emulated experiments with150+ workloads, we show our pooling approach incurs a configurable performanceloss between 1-5%. Finally, we show that disaggregation can achieve a 9-10%reduction in overall DRAM, which represents hundreds of millions of dollars incost savings for a large cloud provider.",3/7/2022,Operating System,135,,,,,,,,,,,,,
